"","X","unix","lat","lon","colonybird","mean_depth","var_depth","min_depth","max_depth","mean_temp","var_temp","min_temp","max_temp","hsine","time.diff","sp.ms","mean_depth.m","min_depth.m","max_depth.m"
"1610",1610,1340769064,56.09383771,-6.231608176,"CSY0380",-0.210898876,3.727674866,-1.13,6.87,12.63036854,0.948785882,11.313,13.813,2.695785323,90,0.02995317,-0.21506202,-1.1523062,7.0056138
"1611",1611,1340769154,56.09386189,-6.231605889,"CSY0380",-0.044606742,4.920619496,-1.13,6.87,12.58592809,0.901400959,11.313,13.813,3.161887534,90,0.035132084,-0.045487279,-1.1523062,7.0056138
"1612",1612,1340769244,56.09388376,-6.231573412,"CSY0380",-0.21988764,3.834244357,-1.13,6.87,12.59573708,0.890683676,11.25,13.75,114.400068,90,1.271111867,-0.224228222,-1.1523062,7.0056138
"1613",1613,1340769334,56.09460209,-6.232890887,"CSY0380",-0.39741573,2.912562,-1.13,6.87,12.65777978,0.948143181,11.25,13.75,282.9703112,90,3.144114568,-0.405260717,-1.1523062,7.0056138
"1614",1614,1340769424,56.0962961,-6.236288523,"CSY0380",-0.93,0.16036036,-1.13,-0.13,12.72715056,0.881106606,11.375,13.75,32.10636611,90,0.356737401,-0.9483582,-1.1523062,-0.1325662
"1615",1615,1340769514,56.09611032,-6.236684028,"CSY0380",-0.93,0.16036036,-1.13,-0.13,12.65246966,0.583487777,11.438,13.813,47.1270841,90,0.523634268,-0.9483582,-1.1523062,-0.1325662
"1616",1616,1340769604,56.09616611,-6.23743637,"CSY0380",-0.93,0.16036036,-1.13,-0.13,12.63185618,0.611435349,11.625,13.938,12.43215409,90,0.138135045,-0.9483582,-1.1523062,-0.1325662
"1617",1617,1340769694,56.096184,-6.237634,"CSY0380",2.072247191,98.38242737,-1.13,42.87,12.58609888,0.636063603,11.313,13.938,48.077324,90,0.534192489,2.113153351,-1.1523062,43.7162538
"1618",1618,1340769784,56.09608838,-6.238389048,"CSY0380",2.903707865,118.8164288,-1.13,42.87,12.45975281,0.792366763,11.188,13.875,80.56906411,90,0.895211823,2.961027058,-1.1523062,43.7162538
"1619",1619,1340769874,56.09596389,-6.23966724,"CSY0380",5.254269663,232.9848871,-1.13,52.87,12.5721191,0.726933763,11.25,13.938,51.49611539,90,0.57217906,5.357988946,-1.1523062,53.9136538
"1620",1620,1340769964,56.09597457,-6.240496339,"CSY0380",1.703707865,92.11642879,-1.13,52.87,12.68190337,0.644989592,11.188,13.875,49.67934582,90,0.551992731,1.737339058,-1.1523062,53.9136538
"1621",1621,1340770054,56.09601997,-6.241292252,"CSY0380",2.375617978,113.7370179,-1.13,49.87,12.76217753,0.538725016,11.313,13.938,65.46659751,90,0.727406639,2.422512676,-1.1523062,50.8544338
"1622",1622,1340770144,56.09593419,-6.242335286,"CSY0380",3.128426966,152.3046867,-1.13,50.87,12.67727865,0.645620882,11.188,13.938,73.49497927,90,0.816610881,3.190182115,-1.1523062,51.8741738
"1623",1623,1340770234,56.09611574,-6.243473257,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.87308989,0.313694992,12,13.813,55.32975961,90,0.614775107,-0.7444102,-1.1523062,-0.1325662
"1624",1624,1340770324,56.0961805,-6.244356724,"CSY0380",-0.195168539,4.160157911,-1.13,7.87,12.68430112,0.500910157,11.375,13.813,53.91326309,90,0.599036257,-0.199021166,-1.1523062,8.0253538
"1625",1625,1340770414,56.09624479,-6.245217294,"CSY0380",0.029550562,5.882143942,-1.13,7.87,12.60593708,0.703437748,11.313,13.813,76.44057237,90,0.849339693,0.03013389,-1.1523062,8.0253538
"1626",1626,1340770504,56.09654803,-6.2463218,"CSY0380",-0.105280899,5.461099302,-1.13,8.87,12.59515506,0.747083167,11.313,13.813,76.81392756,90,0.853488084,-0.107359144,-1.1523062,9.0450938
"1627",1627,1340770594,56.09691821,-6.2473658,"CSY0380",0.389101124,7.155602794,-1.13,7.87,12.57858652,0.832935076,11.313,13.875,5.974394544,90,0.066382162,0.39678198,-1.1523062,8.0253538
"1628",1628,1340770684,56.096947,-6.247447,"CSY0380",0.058764045,5.847170766,-1.13,7.87,12.5704764,0.817010191,11.25,13.688,0,90,0,0.059924047,-1.1523062,8.0253538
"1629",1629,1340770774,56.096947,-6.247447,"CSY0380",1.310449438,10.75601782,-1.13,9.87,12.38101573,1.148599768,11.313,13.75,111.2110188,90,1.235677986,1.33631771,-1.1523062,10.0648338
"1630",1630,1340770864,56.09740826,-6.249035718,"CSY0380",1.908202247,13.12691568,-1.13,11.87,12.3305191,1.376623363,11.313,13.813,214.1957811,90,2.379953124,1.94587016,-1.1523062,12.1043138
"1631",1631,1340770954,56.09827659,-6.252114165,"CSY0380",2.757640449,35.26212167,-1.13,27.87,12.33932809,1.287124284,11.25,13.938,56.7907406,90,0.631008229,2.812076272,-1.1523062,28.4201538
"1632",1632,1340771044,56.098412,-6.252996,"CSY0380",2.108202247,28.05574451,-1.13,27.87,12.24392584,1.086983767,11.25,13.938,36.44059594,90,0.40489551,2.14981816,-1.1523062,28.4201538
"1633",1633,1340771134,56.09845864,-6.253576909,"CSY0380",0.503707865,7.511924284,-1.13,7.87,12.24436404,1.013654529,11.25,13.938,47.79987707,90,0.531109745,0.513651058,-1.1523062,8.0253538
"1634",1634,1340771224,56.09855767,-6.254326,"CSY0380",0.373370787,7.020821946,-1.13,7.87,12.25812135,0.816117864,11.25,13.75,48.12676804,90,0.534741867,0.380741126,-1.1523062,8.0253538
"1635",1635,1340771314,56.09863023,-6.255090115,"CSY0380",0.611573034,7.989371394,-1.13,7.87,12.26237303,0.842288856,11.25,13.875,53.25941145,90,0.591771238,0.623645485,-1.1523062,8.0253538
"1636",1636,1340771404,56.09869464,-6.255940083,"CSY0380",0.000337079,4.973964976,-1.13,6.87,12.29549213,0.888542633,11.25,14.125,56.21238072,90,0.624582008,0.000343733,-1.1523062,7.0056138
"1637",1637,1340771494,56.098778,-6.256833,"CSY0380",-0.267078652,3.492428383,-1.13,6.87,12.3807573,0.827739653,11.25,14.063,0,90,0,-0.272350784,-1.1523062,7.0056138
"1638",1638,1340771584,56.098778,-6.256833,"CSY0380",0.303707865,7.453365725,-1.13,7.87,12.42757753,0.76603965,11.25,14,0,90,0,0.309703058,-1.1523062,8.0253538
"1639",1639,1340771674,56.098778,-6.256833,"CSY0380",0.236292135,5.86778014,-1.13,9.87,12.31837753,0.939647799,11.25,14.063,0,90,0,0.240956542,-1.1523062,10.0648338
"1640",1640,1340771764,56.098778,-6.256833,"CSY0380",1.20258427,13.5107602,-1.13,12.87,12.24543146,0.950329692,11.25,14.063,120.4407973,90,1.338231081,1.226323283,-1.1523062,13.1240538
"1641",1641,1340771854,56.09906795,-6.258701836,"CSY0380",0.881235955,14.66879239,-1.13,15.87,12.22498876,0.96759107,11.25,14.063,249.3216979,90,2.770241088,0.898631553,-1.1523062,16.1832738
"1642",1642,1340771944,56.09966436,-6.262572404,"CSY0380",0.162134831,5.864915477,-1.13,7.87,12.19710787,1.005395263,11.25,14.125,57.86357817,90,0.642928646,0.165335373,-1.1523062,8.0253538
"1643",1643,1340772034,56.09978656,-6.263478239,"CSY0380",-0.179438202,4.380433242,-1.13,7.87,12.25773034,0.890454679,11.25,14.063,61.56511433,90,0.684056826,-0.182980312,-1.1523062,8.0253538
"1644",1644,1340772124,56.09971328,-6.262495407,"CSY0380",-0.010898876,5.298846037,-1.13,6.87,12.3066764,0.781908192,11.25,14.063,16.1581024,90,0.179534471,-0.01111402,-1.1523062,7.0056138
"1645",1645,1340772214,56.09964403,-6.262724117,"CSY0380",-0.334494382,3.442322097,-1.13,6.87,12.35165169,0.761956849,11.25,14,42.40983385,90,0.471220376,-0.341097301,-1.1523062,7.0056138
"1646",1646,1340772304,56.09962977,-6.263406694,"CSY0380",-0.278314607,3.297773054,-1.13,6.87,12.32879775,0.769610477,11.25,14,49.30820553,90,0.54786895,-0.283808537,-1.1523062,7.0056138
"1647",1647,1340772394,56.09961511,-6.264200418,"CSY0380",-0.664831461,1.69979755,-1.13,6.87,12.38748315,0.703709732,11.25,13.938,54.29793555,90,0.603310395,-0.677955234,-1.1523062,7.0056138
"1648",1648,1340772484,56.09951506,-6.265056349,"CSY0380",-0.13,3.117117117,-1.13,5.87,12.41200449,0.722642045,11.313,13.938,63.42613895,90,0.704734877,-0.1325662,-1.1523062,5.9858738
"1649",1649,1340772574,56.09957204,-6.266072771,"CSY0380",-0.186179775,3.044134022,-1.13,6.87,12.52876854,0.746662683,11.25,13.938,51.89415099,90,0.576601678,-0.189854964,-1.1523062,7.0056138
"1650",1650,1340772664,56.09964521,-6.266898219,"CSY0380",-0.622134831,0.655906468,-1.13,5.87,12.66614382,0.721410844,11.313,14,14.53270447,90,0.161474494,-0.634415773,-1.1523062,5.9858738
"1651",1651,1340772754,56.099667,-6.267129,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.74969663,0.575845054,11.813,14,51.12726357,90,0.568080706,-0.7444102,-1.1523062,-0.1325662
"1652",1652,1340772844,56.09996108,-6.267761518,"CSY0380",-0.577191011,0.860380605,-1.13,4.87,12.85448989,0.632512507,11.5,14.125,86.0429234,90,0.956032482,-0.588584762,-1.1523062,4.9661338
"1653",1653,1340772934,56.100456,-6.268826,"CSY0380",0.530674157,12.25622027,-1.13,15.87,12.82514831,0.872268577,11.313,14.188,0,90,0,0.541149665,-1.1523062,16.1832738
"1654",1654,1340773024,56.100456,-6.268826,"CSY0380",0.135168539,8.316914667,-1.13,12.87,12.85304494,0.880336124,11.375,14.188,0,90,0,0.137836766,-1.1523062,13.1240538
"1655",1655,1340773114,56.100456,-6.268826,"CSY0380",0.816067416,12.24933698,-1.13,15.87,12.78122697,0.974953306,11.313,14.25,0,90,0,0.832176587,-1.1523062,16.1832738
"1656",1656,1340773204,56.100456,-6.268826,"CSY0380",0.016067416,3.413300941,-1.13,5.87,12.71629888,0.962274264,11.313,14.125,0,90,0,0.016384587,-1.1523062,5.9858738
"1657",1657,1340773294,56.100456,-6.268826,"CSY0380",0.126179775,6.95224213,-1.13,13.87,12.69731685,0.875565708,11.25,13.938,9.755247578,90,0.10839164,0.128670564,-1.1523062,14.1437938
"1658",1658,1340773384,56.10047032,-6.268981011,"CSY0380",0.404831461,11.90700476,-1.13,13.87,12.5616,0.624077425,11.375,13.875,87.79706932,90,0.975522992,0.412822834,-1.1523062,14.1437938
"1659",1659,1340773474,56.10059917,-6.270376108,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.57995955,0.667996724,11.375,14,87.79678333,90,0.975519815,-0.7444102,-1.1523062,-0.1325662
"1660",1660,1340773564,56.10072802,-6.271771206,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.65554831,0.589889973,11.375,13.875,87.79649733,90,0.975516637,-0.7444102,-1.1523062,-0.1325662
"1661",1661,1340773654,56.10085687,-6.273166304,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.71723371,0.60731899,11.625,14.063,87.79621134,90,0.975513459,-0.7444102,-1.1523062,-0.1325662
"1662",1662,1340773744,56.10098572,-6.274561401,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.7190382,0.666513839,11.875,14.063,87.79592535,90,0.975510282,-0.7444102,-1.1523062,-0.1325662
"1663",1663,1340773834,56.10111457,-6.275956499,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.77402697,0.540380517,11.875,14,61.6400351,90,0.684889279,-0.7444102,-1.1523062,-0.1325662
"1664",1664,1340773924,56.10107093,-6.276946225,"CSY0380",-0.73,0.240540541,-1.13,-0.13,12.87302472,0.601630939,11.938,14.063,61.37566278,90,0.681951809,-0.7444102,-1.1523062,-0.1325662
"1665",1665,1340774014,56.10102535,-6.277931397,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.07181573,0.816165579,12,14.813,61.37573495,90,0.681952611,-0.7444102,-1.1523062,-0.1325662
"1666",1666,1340774104,56.10097977,-6.278916569,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.32269888,1.240152549,12.063,15.375,61.37580711,90,0.681953412,-0.7444102,-1.1523062,-0.1325662
"1667",1667,1340774194,56.10093419,-6.27990174,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.52423596,1.530282816,12.188,15.813,61.37587928,90,0.681954214,-0.7444102,-1.1523062,-0.1325662
"1668",1668,1340774284,56.10088861,-6.280886912,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.6375236,1.800233795,12.188,16.25,85.10232904,90,0.945581434,-0.7444102,-1.1523062,-0.1325662
"1669",1669,1340774374,56.10143645,-6.281842943,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.69598202,2.171191716,12.188,16.313,57.76237367,90,0.641804152,-0.7444102,-1.1523062,-0.1325662
"1670",1670,1340774464,56.10148551,-6.282769143,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.58700449,1.597558824,12.188,16.125,62.37372364,90,0.693041374,-0.7444102,-1.1523062,-0.1325662
"1671",1671,1340774554,56.10162921,-6.283740189,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.61921124,1.094735473,12.125,15.313,74.75946101,90,0.830660678,-0.7444102,-1.1523062,-0.1325662
"1672",1672,1340774644,56.10200697,-6.284735771,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.61257528,0.963749385,12.313,15.25,62.44738884,90,0.693859876,-0.7444102,-1.1523062,-0.1325662
"1673",1673,1340774734,56.10179313,-6.285665667,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.69845169,1.131519428,12.25,15.438,112.8972861,90,1.25441429,-0.7444102,-1.1523062,-0.1325662
"1674",1674,1340774824,56.10255513,-6.286865667,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.78726067,1.08126922,12.313,15.438,73.26272618,90,0.814030291,-0.7444102,-1.1523062,-0.1325662
"1675",1675,1340774914,56.10275445,-6.287990314,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.85562247,1.020038082,12.313,15.25,69.59359536,90,0.773262171,-0.7444102,-1.1523062,-0.1325662
"1676",1676,1340775004,56.10299261,-6.289026755,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.90533483,1.000756638,12.313,15.188,67.1136858,90,0.74570762,-0.7444102,-1.1523062,-0.1325662
"1677",1677,1340775094,56.1031559,-6.290067381,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.95921348,1.022819875,12.313,15.188,66.90226488,90,0.743358499,-0.7444102,-1.1523062,-0.1325662
"1678",1678,1340775184,56.10331626,-6.291105943,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.94619101,0.9828677,12.375,15.188,69.57982407,90,0.773109156,-0.7444102,-1.1523062,-0.1325662
"1679",1679,1340775274,56.10355192,-6.292144,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.96004944,0.938582759,12.438,15.25,73.29254146,90,0.814361572,-0.7444102,-1.1523062,-0.1325662
"1680",1680,1340775364,56.10379862,-6.293238571,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.0163236,0.929939882,12.438,15.25,68.24862189,90,0.758318021,-0.7444102,-1.1523062,-0.1325662
"1681",1681,1340775454,56.10401119,-6.294269714,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.0186,0.891681867,12.438,15.188,68.35184912,90,0.75946499,-0.7444102,-1.1523062,-0.1325662
"1682",1682,1340775544,56.104312,-6.295229545,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.92360225,1.061441204,12.063,15.188,54.52596904,90,0.6058441,-0.7444102,-1.1523062,-0.1325662
"1683",1683,1340775634,56.10456163,-6.295985234,"CSY0380",-0.617640449,0.358518069,-1.13,0.87,13.55736854,1.029700485,11.5,15,48.45082779,90,0.538342531,-0.629832672,-1.1523062,0.8871738
"1684",1684,1340775724,56.10474064,-6.296696619,"CSY0380",0.061011236,6.452171272,-1.13,14.87,13.24508989,1.838208032,11.25,15.063,49.17393618,90,0.546377069,0.062215598,-1.1523062,15.1635338
"1685",1685,1340775814,56.10486629,-6.297456,"CSY0380",0.377865169,9.025275838,-1.13,13.87,13.52239326,2.123778482,11.188,15.313,48.02992873,90,0.533665875,0.385324227,-1.1523062,14.1437938
"1686",1686,1340775904,56.104958,-6.298212,"CSY0380",-0.435617978,0.555035935,-1.13,1.87,13.73004494,2.441952948,11.188,15.5,0,90,0,-0.444217076,-1.1523062,1.9069138
"1687",1687,1340775994,56.104958,-6.298212,"CSY0380",0.063258427,4.336440935,-1.13,9.87,13.80826742,2.553320295,11.188,15.688,0,90,0,0.064507148,-1.1523062,10.0648338
"1688",1688,1340776084,56.104958,-6.298212,"CSY0380",0.043033708,4.765036947,-1.13,9.87,13.87369438,2.754312249,11.188,16,150.4455922,90,1.671617691,0.043883193,-1.1523062,10.0648338
"1689",1689,1340776174,56.10554374,-6.300396,"CSY0380",0.476741573,11.6040085,-1.13,14.87,13.96296629,3.265180618,11.188,16.5,156.2299932,90,1.735888813,0.486152452,-1.1523062,15.1635338
"1690",1690,1340776264,56.106152,-6.302664,"CSY0380",0.438539326,10.1017107,-1.13,13.87,13.94668315,3.416424586,11.188,16.563,0,90,0,0.447196092,-1.1523062,14.1437938
"1691",1691,1340776354,56.106152,-6.302664,"CSY0380",-0.334494382,1.041421196,-1.13,2.87,13.90311011,3.377609094,11.188,16.5,0,90,0,-0.341097301,-1.1523062,2.9266538
"1692",1692,1340776444,56.106152,-6.302664,"CSY0380",0.55988764,11.75496508,-1.13,15.87,13.88052584,3.195465831,11.188,16.5,216.778097,90,2.408645522,0.570939822,-1.1523062,16.1832738
"1693",1693,1340776534,56.10658798,-6.306067406,"CSY0380",0.443033708,9.069541452,-1.13,11.87,13.76698652,2.757868392,11.188,15.688,89.94617593,90,0.999401955,0.451779193,-1.1523062,12.1043138
"1694",1694,1340776624,56.10683494,-6.307447009,"CSY0380",0.184606742,6.089988865,-1.13,8.87,13.71665393,2.74920793,11.188,15.75,44.4549013,90,0.493943348,0.188250879,-1.1523062,9.0450938
"1695",1695,1340776714,56.10697172,-6.308119825,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.64680225,2.214601803,11.188,15.688,44.12359557,90,0.490262173,-0.7444102,-1.1523062,-0.1325662
"1696",1696,1340776804,56.10709114,-6.308797592,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.65115506,2.063591415,11.375,15.688,51.21164325,90,0.569018258,-0.7444102,-1.1523062,-0.1325662
"1697",1697,1340776894,56.10725442,-6.309568856,"CSY0380",-0.26258427,2.489138577,-1.13,6.87,13.64376404,2.419159618,11.375,15.75,56.44352988,90,0.627150332,-0.267767683,-1.1523062,7.0056138
"1698",1698,1340776984,56.107471,-6.310391,"CSY0380",-0.132247191,3.5112562,-1.13,8.87,13.56433708,2.71992617,11.313,15.75,56.90850083,90,0.632316676,-0.134857751,-1.1523062,9.0450938
"1699",1699,1340777074,56.10767869,-6.311228692,"CSY0380",-0.046853933,3.918746837,-1.13,7.87,13.59947416,2.743286453,11.25,16.063,61.51683071,90,0.683520341,-0.047778829,-1.1523062,8.0253538
"1700",1700,1340777164,56.10786413,-6.312162231,"CSY0380",-0.161460674,2.850359348,-1.13,7.87,13.67141348,2.845280581,11.25,16.063,72.21809563,90,0.802423285,-0.164647908,-1.1523062,8.0253538
"1701",1701,1340777254,56.10815643,-6.313200857,"CSY0380",0.045280899,4.577315518,-1.13,8.87,13.68046742,2.879289249,11.313,16.063,84.51135755,90,0.939015084,0.046174744,-1.1523062,9.0450938
"1702",1702,1340777344,56.10861941,-6.314279841,"CSY0380",0.105955056,4.622127746,-1.13,7.87,13.66496404,2.743153539,11.25,16,53.1605066,90,0.590672296,0.108046609,-1.1523062,8.0253538
"1703",1703,1340777434,56.108936,-6.314921,"CSY0380",0.53741573,6.636886325,-1.13,7.87,13.53747865,2.617377016,11.25,15.625,0,90,0,0.548024317,-1.1523062,8.0253538
"1704",1704,1340777524,56.108936,-6.314921,"CSY0380",-0.01988764,2.751361474,-1.13,6.87,13.41778876,3.323260343,11.25,15.75,0,90,0,-0.020280222,-1.1523062,7.0056138
"1705",1705,1340777614,56.108936,-6.314921,"CSY0380",0.584606742,6.276475352,-1.13,9.87,13.48405618,3.671928251,11.188,15.875,0,90,0,0.596146879,-1.1523062,10.0648338
"1706",1706,1340777704,56.108936,-6.314921,"CSY0380",1.530674157,13.95441846,-1.13,13.87,13.41420899,3.467095958,11.188,15.75,125.5456545,90,1.394951716,1.560889665,-1.1523062,14.1437938
"1707",1707,1340777794,56.10925443,-6.316861248,"CSY0380",0.878988764,7.099018119,-1.13,9.87,13.4145191,3.430985214,11.188,15.75,98.78935117,90,1.097659457,0.896340002,-1.1523062,10.0648338
"1708",1708,1340777884,56.109505,-6.318388,"CSY0380",0.611573034,5.088470493,-1.13,7.87,13.3285191,3.240296165,11.188,15.688,25.59947946,90,0.284438661,0.623645485,-1.1523062,8.0253538
"1709",1709,1340777974,56.10961077,-6.318754197,"CSY0380",0.505955056,5.970776394,-1.13,7.87,13.32118652,3.326761075,11.188,15.75,115.1969711,90,1.279966346,0.515942609,-1.1523062,8.0253538
"1710",1710,1340778064,56.11008676,-6.320402085,"CSY0380",0.953146067,9.472800891,-1.13,12.87,13.40200674,3.783096998,11.188,16.063,90.61337071,90,1.00681523,0.971961171,-1.1523062,13.1240538
"1711",1711,1340778154,56.11037488,-6.321767405,"CSY0380",1.054269663,11.90290515,-1.13,13.87,13.2851236,3.495860829,11.188,16.125,54.47949714,90,0.605327746,1.075080946,-1.1523062,14.1437938
"1712",1712,1340778244,56.110504,-6.322614,"CSY0380",1.168876404,10.38569693,-1.13,13.87,13.24630787,3.331066272,11.125,16.063,7.508442191,90,0.083427135,1.191950025,-1.1523062,14.1437938
"1713",1713,1340778334,56.11051492,-6.322733369,"CSY0380",1.020561798,9.497550359,-1.13,12.87,13.30168989,3.425342692,11.188,16.063,135.1516046,90,1.501684496,1.040707688,-1.1523062,13.1240538
"1714",1714,1340778424,56.11071152,-6.32488201,"CSY0380",1.094719101,15.41785606,-1.13,15.87,13.45337303,3.959760924,11.188,16.188,12.01344343,90,0.133482705,1.116328856,-1.1523062,16.1832738
"1715",1715,1340778514,56.110729,-6.325073,"CSY0380",1.434044944,12.14284847,-1.13,9.87,13.51746517,4.022791434,11.188,16.125,0,90,0,1.462352991,-1.1523062,10.0648338
"1716",1716,1340778604,56.110729,-6.325073,"CSY0380",1.710449438,17.56232412,-1.13,15.87,13.52446966,3.940716907,11.125,16.063,93.87153157,90,1.043017017,1.74421371,-1.1523062,16.1832738
"1717",1717,1340778694,56.111052,-6.32647,"CSY0380",0.975617978,8.22981071,-1.13,10.87,13.51673708,3.87883123,11.125,16,198.6163347,90,2.206848164,0.994876676,-1.1523062,11.0845738
"1718",1718,1340778784,56.11171887,-6.329437982,"CSY0380",1.146404494,15.62387894,-1.13,16.87,13.48086966,3.678740033,11.125,15.875,71.01002457,90,0.789000273,1.169034519,-1.1523062,17.2030138
"1719",1719,1340778874,56.11185305,-6.330556436,"CSY0380",1.13741573,16.75490434,-1.13,18.87,13.45847865,3.565011845,11.125,15.875,4.733993224,90,0.052599925,1.159868317,-1.1523062,19.2424938
"1720",1720,1340778964,56.111862,-6.330631,"CSY0380",0.687977528,8.50958599,-1.13,11.87,13.44578652,3.498289921,11.125,15.75,0,90,0,0.701558204,-1.1523062,12.1043138
"1721",1721,1340779054,56.111862,-6.330631,"CSY0380",0.440786517,9.524820326,-1.13,11.87,13.41358652,3.093680076,11.125,15.563,73.11300289,90,0.812366699,0.449487643,-1.1523062,12.1043138
"1722",1722,1340779144,56.11227943,-6.331540429,"CSY0380",1.103707865,21.8281405,-1.13,20.87,13.47160899,2.95793945,11.125,15.5,164.5025282,90,1.827805868,1.125495058,-1.1523062,21.2819738
"1723",1723,1340779234,56.11321864,-6.333586643,"CSY0380",0.375617978,9.052333232,-1.13,12.87,13.49834382,2.43973896,11.125,15.5,88.89273762,90,0.987697085,0.383032676,-1.1523062,13.1240538
"1724",1724,1340779324,56.1135805,-6.334863375,"CSY0380",1.186853933,20.4782063,-1.13,17.87,13.55353933,2.164032434,11.125,15.375,61.25928457,90,0.680658717,1.210282429,-1.1523062,18.2227538
"1725",1725,1340779414,56.11385817,-6.335715519,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.63719551,1.95837436,11.125,15.688,40.17982463,90,0.446442496,-0.7444102,-1.1523062,-0.1325662
"1726",1726,1340779504,56.11411766,-6.336165509,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.72918652,1.817343963,11.375,15.688,38.0190934,90,0.422434371,-0.7444102,-1.1523062,-0.1325662
"1727",1727,1340779594,56.11436623,-6.3365856,"CSY0380",-0.73,0.240540541,-1.13,-0.13,13.87831011,1.425676629,11.75,15.563,46.54847142,90,0.517205238,-0.7444102,-1.1523062,-0.1325662
"1728",1728,1340779684,56.11460794,-6.3371976,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.04138427,1.237481025,12.188,15.625,54.75011772,90,0.608334641,-0.7444102,-1.1523062,-0.1325662
"1729",1729,1340779774,56.11499217,-6.337748286,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.18925843,1.240015237,12.188,15.563,48.79780128,90,0.542197792,-0.7444102,-1.1523062,-0.1325662
"1730",1730,1340779864,56.11532467,-6.338260667,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.25823146,1.310927066,12.125,15.563,45.79295096,90,0.508810566,-0.7444102,-1.1523062,-0.1325662
"1731",1731,1340779954,56.1156215,-6.3387715,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.20884045,1.617756112,12.25,15.813,70.83670524,90,0.787074503,-0.7444102,-1.1523062,-0.1325662
"1732",1732,1340780044,56.11608002,-6.339562925,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.2911191,2.199027875,12.25,16.188,80.93852516,90,0.899316946,-0.7444102,-1.1523062,-0.1325662
"1733",1733,1340780134,56.11655351,-6.340552642,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.25528764,2.471278822,12.25,16.188,43.97070732,90,0.488563415,-0.7444102,-1.1523062,-0.1325662
"1734",1734,1340780224,56.11618666,-6.340815302,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.36682247,2.702389606,12.313,16.438,61.15786165,90,0.679531796,-0.7444102,-1.1523062,-0.1325662
"1735",1735,1340780314,56.11649402,-6.341632094,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.47980449,2.819196671,12.375,16.625,50.38845879,90,0.559871764,-0.7444102,-1.1523062,-0.1325662
"1736",1736,1340780404,56.11668142,-6.342371158,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.60717079,2.970469484,12.375,16.875,52.24301741,90,0.580477971,-0.7444102,-1.1523062,-0.1325662
"1737",1737,1340780494,56.11683263,-6.343168071,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.60000449,2.790702649,12.438,16.875,53.64431611,90,0.596047957,-0.7444102,-1.1523062,-0.1325662
"1738",1738,1340780584,56.11698282,-6.343989402,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.63066292,2.379220134,12.5,16.75,52.14273023,90,0.579363669,-0.7444102,-1.1523062,-0.1325662
"1739",1739,1340780674,56.11715336,-6.344771932,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.59003146,1.951238202,12.563,16.25,56.0796666,90,0.623107407,-0.7444102,-1.1523062,-0.1325662
"1740",1740,1340780764,56.11731886,-6.345625407,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.58348539,1.925785917,12.563,16.188,49.66020197,90,0.551780022,-0.7444102,-1.1523062,-0.1325662
"1741",1741,1340780854,56.11744769,-6.346391513,"CSY0380",-0.73,0.240540541,-1.13,-0.13,14.64171685,1.949221397,12.563,16.188,49.32825072,90,0.548091675,-0.7444102,-1.1523062,-0.1325662
